Time,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
12:00:01,0.072,0.076,0.072,0.071,0.073,0.072,0.071,0.073,0.072,0.074,0.072,0.072,0.077,0.091,0.082,0.079,0.084,0.074,0.073,0.072,0.072,0.071,0.072,0.071,0.073,0.071,0.073,0.07,0.338,0.322,0.189,0.28,0.304,0.231,0.071,0.073,0.072,0.16,0.174,0.164,0.627,0.559,0.543,0.458,0.516,0.243,0.072,0.072,0.072,0.476,0.291,0.412,0.08,0.071,0.071,0.507,0.465,0.451,0.073,0.077,0.085,0.466,0.321,0.355,0.313,0.247,0.405,0.539,0.615,0.647,0.077,0.082,0.084,0.322,0.553,0.511,0.431,0.272,0.431,0.079,0.072,0.072,0.071,0.076,0.079,0.076,0.075,0.087,0.077,0.137,0.08,0.072,0.071,0.072,0.072,0.073
12:20:01,0.074,0.076,0.072,0.072,0.073,0.072,0.071,0.072,0.072,0.075,0.072,0.072,0.077,0.092,0.08,0.077,0.083,0.075,0.073,0.072,0.072,0.071,0.072,0.071,0.073,0.072,0.073,0.071,0.351,0.336,0.192,0.292,0.316,0.245,0.072,0.074,0.072,0.166,0.175,0.167,0.64,0.57,0.553,0.467,0.527,0.256,0.072,0.072,0.073,0.485,0.296,0.433,0.08,0.071,0.071,0.521,0.475,0.459,0.073,0.077,0.084,0.485,0.327,0.369,0.329,0.255,0.422,0.546,0.626,0.663,0.077,0.082,0.084,0.338,0.571,0.525,0.453,0.282,0.454,0.079,0.072,0.072,0.071,0.077,0.079,0.075,0.074,0.084,0.077,0.134,0.08,0.072,0.071,0.072,0.072,0.073
12:40:01,0.072,0.076,0.072,0.071,0.072,0.072,0.071,0.073,0.072,0.075,0.072,0.071,0.077,0.092,0.08,0.077,0.083,0.074,0.073,0.073,0.072,0.071,0.072,0.071,0.073,0.072,0.073,0.07,0.364,0.346,0.195,0.305,0.327,0.258,0.072,0.074,0.072,0.166,0.179,0.171,0.651,0.582,0.563,0.476,0.537,0.249,0.072,0.072,0.073,0.495,0.333,0.44,0.08,0.071,0.071,0.533,0.482,0.467,0.073,0.077,0.08,0.505,0.335,0.385,0.344,0.263,0.442,0.556,0.636,0.665,0.077,0.082,0.083,0.351,0.59,0.54,0.468,0.289,0.471,0.079,0.072,0.072,0.071,0.076,0.081,0.076,0.074,0.09,0.076,0.141,0.072,0.072,0.071,0.072,0.072,0.073
13:00:01,0.073,0.077,0.072,0.072,0.073,0.072,0.072,0.073,0.071,0.075,0.072,0.071,0.084,0.091,0.079,0.077,0.083,0.075,0.074,0.073,0.072,0.071,0.072,0.071,0.073,0.072,0.073,0.07,0.377,0.356,0.196,0.316,0.339,0.274,0.073,0.074,0.072,0.168,0.181,0.175,0.662,0.592,0.572,0.484,0.544,0.246,0.072,0.072,0.073,0.505,0.35,0.452,0.08,0.072,0.071,0.545,0.493,0.472,0.073,0.077,0.079,0.521,0.339,0.395,0.357,0.269,0.458,0.57,0.646,0.671,0.077,0.082,0.083,0.365,0.597,0.553,0.481,0.296,0.489,0.079,0.072,0.072,0.071,0.076,0.081,0.077,0.074,0.093,0.077,0.142,0.072,0.073,0.071,0.072,0.073,0.073
13:20:01,0.073,0.076,0.072,0.071,0.072,0.072,0.072,0.073,0.072,0.075,0.072,0.072,0.084,0.092,0.079,0.077,0.083,0.075,0.074,0.073,0.072,0.071,0.072,0.071,0.073,0.071,0.072,0.07,0.389,0.365,0.199,0.328,0.351,0.288,0.072,0.074,0.072,0.171,0.185,0.18,0.669,0.603,0.581,0.493,0.553,0.245,0.072,0.072,0.073,0.516,0.34,0.48,0.08,0.071,0.071,0.556,0.503,0.475,0.073,0.077,0.077,0.537,0.35,0.413,0.375,0.279,0.479,0.579,0.657,0.683,0.077,0.081,0.084,0.381,0.608,0.565,0.503,0.31,0.511,0.08,0.076,0.072,0.071,0.076,0.078,0.077,0.074,0.091,0.077,0.13,0.072,0.073,0.071,0.072,0.073,0.074
13:40:01,0.073,0.076,0.072,0.072,0.073,0.072,0.072,0.073,0.072,0.075,0.072,0.072,0.084,0.092,0.079,0.077,0.083,0.083,0.074,0.073,0.072,0.071,0.072,0.071,0.073,0.072,0.073,0.07,0.402,0.376,0.203,0.341,0.363,0.3,0.072,0.073,0.072,0.172,0.188,0.184,0.679,0.61,0.59,0.5,0.562,0.255,0.072,0.072,0.073,0.527,0.354,0.49,0.081,0.071,0.071,0.567,0.511,0.485,0.073,0.077,0.075,0.548,0.361,0.431,0.4,0.29,0.496,0.588,0.667,0.687,0.077,0.082,0.086,0.401,0.624,0.578,0.518,0.33,0.532,0.08,0.076,0.072,0.071,0.076,0.079,0.077,0.076,0.087,0.077,0.141,0.078,0.073,0.071,0.072,0.073,0.073
14:00:01,0.072,0.076,0.072,0.071,0.073,0.072,0.071,0.073,0.072,0.075,0.072,0.072,0.084,0.093,0.079,0.077,0.083,0.087,0.074,0.073,0.072,0.071,0.072,0.071,0.074,0.072,0.074,0.07,0.414,0.389,0.207,0.353,0.375,0.314,0.072,0.073,0.072,0.175,0.188,0.188,0.688,0.616,0.597,0.507,0.571,0.262,0.072,0.072,0.073,0.538,0.399,0.502,0.08,0.071,0.071,0.577,0.518,0.494,0.073,0.078,0.078,0.56,0.376,0.451,0.424,0.306,0.513,0.592,0.677,0.704,0.077,0.083,0.087,0.423,0.635,0.589,0.536,0.349,0.552,0.081,0.076,0.073,0.071,0.076,0.084,0.077,0.075,0.097,0.084,0.116,0.072,0.073,0.071,0.072,0.073,0.072
14:20:01,0.075,0.076,0.072,0.071,0.073,0.072,0.071,0.073,0.072,0.075,0.072,0.072,0.085,0.093,0.079,0.078,0.083,0.089,0.073,0.072,0.072,0.071,0.072,0.071,0.074,0.072,0.073,0.07,0.425,0.403,0.209,0.366,0.386,0.324,0.072,0.074,0.072,0.176,0.191,0.195,0.697,0.623,0.605,0.514,0.578,0.267,0.072,0.072,0.072,0.545,0.42,0.511,0.08,0.071,0.07,0.587,0.525,0.509,0.073,0.078,0.076,0.574,0.384,0.462,0.44,0.318,0.527,0.6,0.688,0.715,0.077,0.083,0.088,0.438,0.643,0.599,0.545,0.363,0.57,0.08,0.076,0.073,0.071,0.077,0.079,0.077,0.075,0.093,0.083,0.116,0.072,0.073,0.071,0.072,0.072,0.073
14:40:01,0.074,0.076,0.072,0.071,0.073,0.071,0.072,0.073,0.072,0.074,0.072,0.072,0.085,0.093,0.079,0.078,0.083,0.089,0.073,0.073,0.072,0.071,0.072,0.071,0.073,0.072,0.074,0.07,0.434,0.412,0.21,0.378,0.397,0.334,0.071,0.074,0.072,0.177,0.192,0.2,0.705,0.63,0.611,0.52,0.585,0.276,0.072,0.073,0.072,0.552,0.441,0.514,0.08,0.071,0.071,0.595,0.532,0.52,0.072,0.077,0.077,0.587,0.397,0.477,0.457,0.332,0.541,0.61,0.696,0.73,0.077,0.083,0.088,0.45,0.661,0.61,0.556,0.384,0.584,0.08,0.073,0.073,0.071,0.076,0.083,0.076,0.075,0.093,0.083,0.141,0.072,0.073,0.071,0.072,0.073,0.073
15:00:01,0.074,0.076,0.072,0.071,0.073,0.071,0.072,0.073,0.072,0.075,0.072,0.072,0.086,0.092,0.079,0.077,0.084,0.089,0.073,0.073,0.071,0.071,0.072,0.071,0.073,0.071,0.073,0.07,0.445,0.421,0.211,0.389,0.406,0.344,0.073,0.073,0.072,0.179,0.192,0.204,0.714,0.637,0.618,0.527,0.592,0.264,0.072,0.072,0.072,0.557,0.458,0.524,0.08,0.071,0.072,0.602,0.542,0.534,0.073,0.077,0.078,0.601,0.408,0.487,0.473,0.344,0.554,0.618,0.705,0.72,0.077,0.083,0.086,0.462,0.672,0.619,0.567,0.397,0.596,0.079,0.073,0.072,0.071,0.076,0.079,0.075,0.075,0.093,0.082,0.119,0.072,0.072,0.071,0.072,0.072,0.073
15:20:01,0.074,0.077,0.072,0.071,0.072,0.072,0.071,0.073,0.072,0.074,0.072,0.072,0.085,0.092,0.08,0.078,0.084,0.088,0.073,0.073,0.072,0.071,0.072,0.071,0.073,0.072,0.073,0.07,0.455,0.431,0.214,0.4,0.416,0.354,0.075,0.073,0.072,0.18,0.194,0.205,0.725,0.644,0.626,0.533,0.602,0.266,0.072,0.072,0.072,0.566,0.476,0.53,0.081,0.071,0.072,0.61,0.551,0.548,0.073,0.077,0.077,0.611,0.415,0.498,0.488,0.352,0.565,0.63,0.714,0.734,0.077,0.083,0.087,0.478,0.682,0.63,0.578,0.405,0.608,0.079,0.073,0.072,0.071,0.077,0.081,0.077,0.075,0.097,0.083,0.148,0.072,0.073,0.071,0.072,0.073,0.073
15:40:01,0.072,0.077,0.072,0.072,0.073,0.072,0.072,0.073,0.072,0.075,0.072,0.072,0.085,0.092,0.08,0.077,0.085,0.087,0.074,0.073,0.072,0.072,0.072,0.071,0.074,0.072,0.073,0.07,0.464,0.44,0.214,0.41,0.425,0.367,0.072,0.073,0.072,0.181,0.195,0.209,0.726,0.639,0.633,0.539,0.611,0.277,0.072,0.072,0.072,0.571,0.485,0.541,0.08,0.071,0.072,0.617,0.559,0.561,0.073,0.077,0.081,0.623,0.419,0.508,0.5,0.358,0.574,0.637,0.724,0.746,0.077,0.083,0.086,0.489,0.69,0.64,0.587,0.412,0.618,0.079,0.072,0.073,0.071,0.077,0.08,0.076,0.075,0.093,0.083,0.132,0.072,0.072,0.071,0.072,0.072,0.074
16:00:01,0.074,0.077,0.072,0.071,0.072,0.071,0.071,0.073,0.071,0.074,0.072,0.073,0.085,0.091,0.08,0.078,0.084,0.087,0.073,0.073,0.071,0.071,0.072,0.071,0.073,0.071,0.073,0.071,0.472,0.45,0.213,0.42,0.434,0.382,0.072,0.073,0.071,0.182,0.196,0.211,0.737,0.649,0.639,0.545,0.618,0.267,0.072,0.072,0.072,0.578,0.492,0.538,0.08,0.071,0.072,0.625,0.567,0.573,0.073,0.076,0.08,0.634,0.427,0.519,0.513,0.368,0.582,0.644,0.73,0.729,0.077,0.083,0.085,0.5,0.696,0.648,0.594,0.424,0.626,0.079,0.072,0.072,0.071,0.077,0.079,0.076,0.075,0.093,0.082,0.154,0.072,0.072,0.071,0.072,0.072,0.073
16:20:01,0.074,0.077,0.072,0.071,0.072,0.072,0.072,0.073,0.072,0.074,0.072,0.072,0.085,0.091,0.079,0.077,0.085,0.087,0.073,0.073,0.072,0.072,0.072,0.071,0.073,0.072,0.073,0.074,0.479,0.46,0.221,0.429,0.443,0.394,0.073,0.073,0.072,0.183,0.198,0.21,0.744,0.657,0.646,0.55,0.625,0.282,0.072,0.072,0.073,0.584,0.504,0.534,0.08,0.071,0.072,0.632,0.575,0.573,0.073,0.077,0.077,0.642,0.437,0.526,0.526,0.376,0.591,0.654,0.738,0.743,0.077,0.083,0.086,0.511,0.708,0.656,0.606,0.432,0.636,0.08,0.072,0.073,0.071,0.077,0.079,0.076,0.076,0.094,0.083,0.154,0.072,0.072,0.071,0.072,0.073,0.074
16:40:01,0.073,0.078,0.072,0.072,0.072,0.072,0.072,0.073,0.072,0.075,0.072,0.072,0.085,0.092,0.079,0.077,0.084,0.087,0.074,0.073,0.072,0.072,0.072,0.071,0.076,0.072,0.073,0.072,0.486,0.467,0.226,0.438,0.452,0.405,0.073,0.073,0.072,0.184,0.197,0.21,0.75,0.665,0.652,0.557,0.631,0.274,0.072,0.072,0.072,0.586,0.508,0.536,0.08,0.073,0.073,0.64,0.585,0.578,0.073,0.077,0.079,0.651,0.442,0.537,0.536,0.385,0.599,0.663,0.738,0.75,0.077,0.082,0.082,0.524,0.72,0.664,0.613,0.445,0.646,0.08,0.072,0.072,0.071,0.077,0.081,0.077,0.076,0.086,0.083,0.157,0.072,0.073,0.071,0.072,0.072,0.073
17:00:01,0.071,0.077,0.072,0.071,0.073,0.071,0.071,0.073,0.071,0.075,0.072,0.072,0.084,0.092,0.078,0.077,0.084,0.087,0.073,0.073,0.072,0.072,0.072,0.071,0.075,0.071,0.073,0.075,0.489,0.476,0.227,0.446,0.461,0.413,0.073,0.073,0.072,0.185,0.198,0.214,0.753,0.67,0.659,0.562,0.634,0.276,0.072,0.072,0.072,0.6,0.522,0.542,0.08,0.073,0.072,0.645,0.591,0.582,0.073,0.077,0.077,0.658,0.448,0.548,0.548,0.395,0.606,0.673,0.734,0.759,0.077,0.082,0.082,0.535,0.727,0.67,0.62,0.457,0.658,0.08,0.072,0.072,0.071,0.076,0.082,0.076,0.076,0.094,0.083,0.158,0.072,0.073,0.071,0.072,0.073,0.074
17:20:01,0.074,0.078,0.072,0.072,0.073,0.072,0.071,0.073,0.072,0.075,0.072,0.072,0.084,0.092,0.079,0.077,0.084,0.087,0.073,0.073,0.072,0.072,0.072,0.071,0.075,0.072,0.073,0.075,0.49,0.486,0.239,0.455,0.469,0.424,0.073,0.073,0.072,0.187,0.201,0.214,0.758,0.677,0.665,0.569,0.642,0.269,0.072,0.072,0.073,0.601,0.527,0.534,0.08,0.071,0.073,0.648,0.598,0.589,0.073,0.077,0.078,0.666,0.451,0.552,0.555,0.404,0.612,0.68,0.734,0.774,0.077,0.083,0.081,0.55,0.732,0.674,0.627,0.467,0.671,0.08,0.073,0.073,0.071,0.077,0.083,0.076,0.075,0.093,0.084,0.138,0.073,0.073,0.071,0.072,0.073,0.073
17:40:01,0.074,0.077,0.073,0.072,0.073,0.072,0.072,0.074,0.072,0.075,0.072,0.072,0.084,0.092,0.079,0.078,0.083,0.088,0.074,0.073,0.072,0.072,0.072,0.071,0.076,0.072,0.074,0.073,0.493,0.498,0.257,0.465,0.477,0.436,0.072,0.074,0.072,0.187,0.203,0.219,0.763,0.684,0.674,0.576,0.648,0.276,0.072,0.073,0.073,0.615,0.538,0.551,0.08,0.072,0.073,0.651,0.603,0.595,0.073,0.078,0.079,0.673,0.458,0.562,0.57,0.418,0.618,0.687,0.638,0.776,0.077,0.083,0.082,0.563,0.737,0.682,0.638,0.477,0.683,0.08,0.073,0.073,0.071,0.077,0.084,0.077,0.075,0.095,0.084,0.15,0.072,0.073,0.071,0.072,0.073,0.074
18:00:02,0.073,0.077,0.073,0.072,0.073,0.072,0.072,0.073,0.072,0.076,0.072,0.073,0.081,0.092,0.079,0.078,0.084,0.088,0.074,0.073,0.072,0.072,0.072,0.072,0.076,0.072,0.074,0.074,0.496,0.505,0.277,0.472,0.482,0.444,0.072,0.073,0.072,0.188,0.204,0.218,0.77,0.691,0.676,0.581,0.654,0.287,0.072,0.073,0.073,0.623,0.536,0.559,0.08,0.071,0.073,0.654,0.608,0.603,0.073,0.077,0.079,0.682,0.463,0.571,0.581,0.428,0.623,0.696,0.678,0.782,0.077,0.083,0.081,0.573,0.743,0.689,0.644,0.489,0.695,0.079,0.073,0.073,0.071,0.077,0.081,0.076,0.075,0.094,0.083,0.145,0.072,0.073,0.071,0.072,0.073,0.073
18:20:02,0.074,0.077,0.073,0.071,0.073,0.072,0.072,0.073,0.072,0.075,0.072,0.071,0.078,0.092,0.079,0.078,0.084,0.088,0.073,0.073,0.072,0.072,0.072,0.072,0.075,0.072,0.074,0.072,0.503,0.51,0.278,0.478,0.489,0.45,0.072,0.073,0.072,0.19,0.204,0.216,0.775,0.696,0.684,0.587,0.661,0.279,0.072,0.072,0.073,0.632,0.539,0.563,0.08,0.074,0.072,0.658,0.615,0.608,0.073,0.077,0.08,0.686,0.466,0.577,0.588,0.434,0.628,0.71,0.651,0.79,0.077,0.083,0.082,0.582,0.744,0.695,0.652,0.496,0.701,0.079,0.073,0.073,0.071,0.076,0.078,0.075,0.075,0.085,0.083,0.129,0.072,0.073,0.071,0.072,0.073,0.073
18:40:02,0.072,0.077,0.072,0.072,0.073,0.071,0.072,0.073,0.072,0.075,0.072,0.071,0.087,0.091,0.079,0.078,0.084,0.087,0.073,0.073,0.072,0.072,0.072,0.072,0.076,0.072,0.074,0.075,0.509,0.52,0.282,0.482,0.495,0.459,0.072,0.073,0.072,0.19,0.203,0.216,0.782,0.703,0.685,0.592,0.667,0.279,0.072,0.072,0.073,0.638,0.547,0.561,0.08,0.074,0.072,0.662,0.623,0.625,0.073,0.077,0.081,0.689,0.471,0.585,0.596,0.439,0.635,0.729,0.671,0.791,0.077,0.083,0.08,0.594,0.748,0.7,0.66,0.504,0.707,0.079,0.073,0.073,0.071,0.077,0.079,0.076,0.075,0.086,0.082,0.129,0.072,0.073,0.071,0.072,0.073,0.073
19:00:02,0.072,0.077,0.072,0.072,0.073,0.072,0.072,0.073,0.072,0.075,0.072,0.072,0.077,0.092,0.078,0.078,0.083,0.087,0.074,0.073,0.072,0.072,0.072,0.072,0.075,0.072,0.073,0.072,0.515,0.528,0.28,0.49,0.501,0.47,0.072,0.074,0.072,0.189,0.205,0.214,0.781,0.709,0.691,0.599,0.673,0.283,0.072,0.073,0.073,0.646,0.54,0.573,0.08,0.074,0.072,0.669,0.627,0.632,0.074,0.077,0.081,0.685,0.467,0.587,0.6,0.437,0.642,0.748,0.677,0.803,0.077,0.083,0.077,0.599,0.747,0.706,0.665,0.509,0.713,0.079,0.073,0.072,0.071,0.077,0.082,0.076,0.075,0.097,0.083,0.138,0.072,0.074,0.071,0.072,0.073,0.074
19:20:02,0.074,0.079,0.073,0.072,0.073,0.072,0.072,0.073,0.072,0.075,0.072,0.072,0.079,0.091,0.08,0.079,0.085,0.087,0.073,0.073,0.072,0.072,0.072,0.072,0.076,0.072,0.074,0.074,0.52,0.529,0.273,0.498,0.505,0.471,0.071,0.074,0.072,0.191,0.205,0.214,0.79,0.716,0.693,0.603,0.677,0.281,0.072,0.073,0.073,0.641,0.528,0.585,0.081,0.073,0.072,0.674,0.634,0.645,0.074,0.077,0.081,0.691,0.483,0.604,0.61,0.442,0.649,0.754,0.692,0.8,0.077,0.083,0.078,0.614,0.75,0.71,0.673,0.513,0.718,0.077,0.072,0.073,0.071,0.077,0.078,0.076,0.076,0.096,0.081,0.141,0.081,0.073,0.071,0.073,0.074,0.074
19:40:02,0.072,0.077,0.072,0.072,0.073,0.072,0.072,0.075,0.072,0.075,0.072,0.072,0.089,0.091,0.078,0.077,0.083,0.087,0.073,0.073,0.072,0.072,0.072,0.072,0.075,0.072,0.073,0.073,0.528,0.534,0.282,0.504,0.51,0.483,0.074,0.074,0.072,0.191,0.206,0.213,0.792,0.72,0.695,0.609,0.681,0.291,0.072,0.073,0.073,0.646,0.493,0.588,0.08,0.074,0.072,0.678,0.643,0.638,0.074,0.076,0.081,0.685,0.484,0.604,0.618,0.45,0.654,0.753,0.689,0.8,0.077,0.082,0.072,0.612,0.751,0.715,0.678,0.518,0.726,0.078,0.073,0.072,0.071,0.076,0.081,0.076,0.076,0.096,0.082,0.126,0.08,0.073,0.071,0.072,0.074,0.073
20:00:02,0.072,0.077,0.073,0.072,0.073,0.072,0.072,0.076,0.072,0.075,0.072,0.071,0.079,0.091,0.078,0.078,0.085,0.087,0.074,0.073,0.072,0.072,0.072,0.072,0.076,0.072,0.073,0.075,0.535,0.544,0.287,0.51,0.516,0.49,0.072,0.074,0.072,0.192,0.208,0.212,0.793,0.724,0.698,0.614,0.685,0.283,0.072,0.073,0.073,0.658,0.497,0.6,0.08,0.074,0.072,0.681,0.647,0.646,0.074,0.076,0.081,0.688,0.489,0.61,0.628,0.452,0.659,0.752,0.689,0.817,0.077,0.082,0.072,0.626,0.754,0.719,0.684,0.527,0.731,0.079,0.073,0.072,0.071,0.076,0.079,0.077,0.075,0.098,0.083,0.146,0.082,0.073,0.071,0.072,0.074,0.074
20:20:02,0.073,0.077,0.072,0.072,0.073,0.072,0.072,0.076,0.072,0.075,0.072,0.071,0.078,0.092,0.078,0.077,0.084,0.087,0.074,0.073,0.072,0.072,0.072,0.072,0.075,0.072,0.074,0.074,0.54,0.55,0.315,0.516,0.52,0.5,0.072,0.074,0.072,0.192,0.208,0.213,0.797,0.727,0.703,0.618,0.69,0.294,0.073,0.073,0.072,0.675,0.49,0.61,0.08,0.074,0.072,0.683,0.643,0.649,0.074,0.077,0.081,0.692,0.5,0.62,0.636,0.46,0.664,0.791,0.692,0.825,0.077,0.082,0.072,0.636,0.755,0.725,0.689,0.542,0.738,0.079,0.073,0.072,0.071,0.077,0.08,0.077,0.075,0.099,0.084,0.123,0.084,0.073,0.071,0.072,0.074,0.074
20:40:02,0.073,0.077,0.072,0.072,0.073,0.072,0.072,0.076,0.072,0.075,0.072,0.071,0.076,0.092,0.077,0.077,0.084,0.087,0.074,0.074,0.072,0.073,0.072,0.071,0.075,0.072,0.073,0.073,0.547,0.554,0.314,0.522,0.523,0.504,0.073,0.073,0.072,0.192,0.21,0.213,0.798,0.729,0.706,0.624,0.693,0.3,0.073,0.072,0.073,0.676,0.49,0.613,0.081,0.074,0.073,0.685,0.644,0.654,0.074,0.077,0.083,0.696,0.514,0.632,0.649,0.472,0.669,0.777,0.673,0.817,0.077,0.083,0.072,0.642,0.758,0.731,0.693,0.553,0.745,0.08,0.073,0.072,0.071,0.076,0.083,0.077,0.076,0.101,0.085,0.142,0.076,0.073,0.071,0.072,0.074,0.074
21:00:02,0.075,0.077,0.073,0.072,0.073,0.072,0.072,0.076,0.072,0.075,0.072,0.071,0.08,0.093,0.077,0.077,0.085,0.089,0.074,0.073,0.072,0.072,0.072,0.072,0.076,0.072,0.074,0.073,0.549,0.561,0.337,0.529,0.527,0.509,0.072,0.074,0.072,0.193,0.21,0.217,0.799,0.731,0.705,0.63,0.698,0.292,0.072,0.073,0.073,0.68,0.49,0.627,0.081,0.072,0.073,0.689,0.646,0.658,0.074,0.077,0.083,0.701,0.529,0.644,0.661,0.49,0.673,0.772,0.672,0.822,0.077,0.083,0.072,0.649,0.76,0.735,0.699,0.568,0.751,0.08,0.073,0.073,0.071,0.076,0.081,0.077,0.076,0.102,0.085,0.117,0.073,0.073,0.071,0.072,0.073,0.074
21:20:02,0.073,0.077,0.072,0.072,0.073,0.072,0.072,0.076,0.072,0.075,0.072,0.071,0.088,0.093,0.078,0.077,0.085,0.09,0.073,0.073,0.072,0.072,0.072,0.072,0.076,0.072,0.074,0.076,0.553,0.568,0.342,0.533,0.532,0.515,0.072,0.074,0.072,0.193,0.21,0.219,0.801,0.733,0.705,0.634,0.701,0.304,0.072,0.072,0.072,0.698,0.478,0.634,0.08,0.072,0.072,0.692,0.649,0.664,0.074,0.077,0.085,0.708,0.533,0.655,0.672,0.506,0.678,0.804,0.703,0.816,0.077,0.084,0.072,0.662,0.759,0.741,0.706,0.581,0.757,0.08,0.073,0.073,0.071,0.077,0.079,0.077,0.075,0.103,0.084,0.132,0.078,0.073,0.072,0.072,0.073,0.074
21:40:02,0.075,0.077,0.073,0.072,0.073,0.072,0.072,0.075,0.072,0.075,0.072,0.071,0.09,0.093,0.078,0.079,0.085,0.09,0.074,0.073,0.072,0.072,0.072,0.072,0.076,0.072,0.082,0.075,0.559,0.574,0.325,0.539,0.537,0.521,0.072,0.074,0.072,0.193,0.212,0.217,0.818,0.737,0.709,0.64,0.704,0.297,0.073,0.073,0.073,0.696,0.479,0.637,0.08,0.073,0.073,0.695,0.652,0.673,0.074,0.077,0.085,0.718,0.538,0.66,0.682,0.514,0.683,0.796,0.75,0.82,0.078,0.083,0.072,0.682,0.762,0.745,0.713,0.59,0.762,0.08,0.073,0.073,0.071,0.077,0.079,0.076,0.076,0.102,0.084,0.141,0.08,0.073,0.071,0.072,0.073,0.074
22:00:02,0.072,0.077,0.073,0.072,0.073,0.072,0.072,0.075,0.072,0.075,0.072,0.071,0.078,0.093,0.078,0.078,0.086,0.089,0.074,0.073,0.072,0.071,0.072,0.072,0.076,0.072,0.081,0.073,0.564,0.581,0.356,0.543,0.541,0.523,0.072,0.073,0.072,0.194,0.214,0.216,0.815,0.739,0.711,0.643,0.708,0.303,0.073,0.073,0.073,0.712,0.476,0.682,0.08,0.074,0.072,0.698,0.664,0.679,0.074,0.077,0.083,0.724,0.55,0.669,0.692,0.528,0.686,0.79,0.746,0.82,0.077,0.083,0.072,0.695,0.762,0.748,0.719,0.6,0.765,0.079,0.073,0.072,0.071,0.077,0.08,0.076,0.075,0.103,0.083,0.144,0.073,0.073,0.071,0.072,0.073,0.073
22:20:02,0.073,0.077,0.072,0.072,0.073,0.072,0.072,0.075,0.072,0.075,0.072,0.071,0.087,0.092,0.078,0.079,0.087,0.089,0.074,0.073,0.072,0.072,0.072,0.072,0.076,0.072,0.073,0.073,0.568,0.587,0.34,0.546,0.546,0.527,0.072,0.073,0.072,0.195,0.209,0.215,0.824,0.744,0.715,0.647,0.714,0.312,0.073,0.073,0.073,0.707,0.465,0.687,0.08,0.074,0.072,0.703,0.673,0.687,0.074,0.076,0.074,0.729,0.536,0.676,0.699,0.535,0.692,0.822,0.697,0.837,0.078,0.083,0.072,0.695,0.762,0.753,0.724,0.597,0.767,0.078,0.073,0.073,0.071,0.077,0.082,0.077,0.076,0.104,0.083,0.136,0.081,0.073,0.072,0.072,0.074,0.074
22:40:02,0.074,0.078,0.073,0.072,0.073,0.072,0.072,0.075,0.072,0.075,0.072,0.071,0.078,0.092,0.078,0.078,0.087,0.089,0.074,0.073,0.072,0.072,0.072,0.072,0.076,0.072,0.073,0.073,0.573,0.59,0.345,0.552,0.55,0.534,0.073,0.073,0.072,0.194,0.213,0.213,0.823,0.75,0.718,0.649,0.717,0.306,0.073,0.073,0.073,0.707,0.469,0.687,0.081,0.072,0.072,0.707,0.679,0.691,0.075,0.076,0.075,0.732,0.528,0.682,0.703,0.544,0.693,0.803,0.711,0.829,0.078,0.083,0.072,0.687,0.766,0.756,0.73,0.598,0.772,0.08,0.073,0.073,0.071,0.077,0.082,0.077,0.076,0.103,0.083,0.138,0.072,0.073,0.071,0.072,0.074,0.074
23:00:03,0.074,0.078,0.072,0.072,0.073,0.072,0.072,0.074,0.072,0.076,0.072,0.071,0.085,0.092,0.078,0.078,0.087,0.088,0.073,0.073,0.072,0.072,0.072,0.072,0.076,0.072,0.073,0.073,0.573,0.593,0.343,0.554,0.554,0.536,0.072,0.073,0.072,0.195,0.209,0.211,0.827,0.752,0.72,0.652,0.72,0.302,0.073,0.072,0.072,0.716,0.472,0.681,0.08,0.074,0.072,0.71,0.683,0.695,0.075,0.076,0.077,0.734,0.524,0.685,0.703,0.54,0.698,0.816,0.694,0.83,0.077,0.083,0.075,0.684,0.767,0.759,0.733,0.604,0.775,0.078,0.073,0.072,0.071,0.077,0.079,0.076,0.075,0.102,0.083,0.152,0.072,0.073,0.071,0.072,0.073,0.074
23:20:03,0.074,0.078,0.072,0.072,0.073,0.072,0.072,0.075,0.072,0.075,0.072,0.071,0.086,0.092,0.078,0.078,0.087,0.087,0.073,0.073,0.072,0.072,0.072,0.072,0.076,0.072,0.073,0.074,0.575,0.598,0.342,0.556,0.558,0.539,0.073,0.073,0.072,0.195,0.208,0.21,0.829,0.756,0.721,0.656,0.723,0.31,0.073,0.073,0.073,0.721,0.469,0.632,0.081,0.073,0.072,0.712,0.689,0.7,0.075,0.076,0.074,0.736,0.517,0.69,0.708,0.54,0.702,0.828,0.697,0.82,0.077,0.082,0.075,0.691,0.769,0.762,0.736,0.62,0.778,0.079,0.073,0.073,0.071,0.077,0.081,0.077,0.076,0.103,0.083,0.153,0.073,0.073,0.071,0.072,0.074,0.074
